Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
21661841,The Dead and the Gone,,2008-05-04,"['/m/06n90', '/m/03mfnf']","['Science Fiction', 'Young adult literature']"
21662236,The Tragedy of Tragedies,Henry Fielding,,,
21671163,Millions,Frank Cottrell Boyce,2004-02-06,['/m/0dwly'],"[""Children's literature""]"
21675886,Germs: Biological Weapons and America's Secret War,William Broad,2001-10-02,['/m/05h83'],['Non-fiction']
21676100,The Clown,Heinrich Böll,,,
21677071,Luckypenny,Bruce Marshall,1937,['/m/05hgj'],['Novel']
21677591,Vespers in Vienna,Bruce Marshall,1947,['/m/05hgj'],['Novel']
21677813,The Fair Bride,Bruce Marshall,1953,['/m/05hgj'],['Novel']
21678182,Little Friend,Bruce Marshall,1929,['/m/05hgj'],['Novel']
21678387,The Stooping Venus,Bruce Marshall,1926,['/m/05hgj'],['Novel']
21683125,Terminal World,Alastair Reynolds,,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
21684222,Father Malachy's Miracle,Bruce Marshall,1938,['/m/05hgj'],['Novel']
21694530,Mothstorm,Philip Reeve,2008-10,['/m/06www'],['Steampunk']
21702994,Flutter in the Dovecote,,,,
21703001,A Foot in the Grave,Bruce Marshall,1987,['/m/05hgj'],['Novel']
21703007,Urban the Ninth,Bruce Marshall,1973,['/m/05hgj'],['Novel']
21703013,Father Hilary's Holiday,Bruce Marshall,1965,['/m/05hgj'],['Novel']
21703018,The Divided Lady,Bruce Marshall,1960,['/m/05hgj'],['Novel']
21703024,Girl in May,Bruce Marshall,1956,['/m/05hgj'],['Novel']
21703029,Thoughts of My Cats,Bruce Marshall,1954,['/m/05h83'],['Non-fiction']
21703040,Children of This Earth,Bruce Marshall,1930,['/m/05hgj'],['Novel']
21704895,To Every Man a Penny,Bruce Marshall,1949,['/m/05hgj'],['Novel']
21705179,Charlie Brown's Super Book of Questions and Answers,,,['/m/02jfw'],['Encyclopedia']
21705690,The Judas Goat,Robert B. Parker,1978,['/m/028v3'],['Detective fiction']
21705777,Times of Contempt,Andrzej Sapkowski,1995,['/m/01hmnh'],['Fantasy']
21706040,The Spook Who Sat by the Door,Sam Greenlee,1969-03,,
21712242,All About Lulu,Jonathan Evison,2008-07-21,,
21712727,The Sport of the Gods,Paul Laurence Dunbar,1902,['/m/05hgj'],['Novel']
21716322,Foreign Land,Jonathan Raban,1985,['/m/02xlf'],['Fiction']
21716402,Bold as Love,Gwyneth Jones,2001,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
21717103,Celestina,,,,
21719460,The Old Debauchees,Henry Fielding,,,
21719995,The Covent Garden Tragedy,Henry Fielding,,,
21721281,All the Colours of Darkness,Peter Robinson,2008-08,['/m/0lsxr'],['Crime Fiction']
21721593,"The World, the Flesh, and Father Smith",Bruce Marshall,1945,['/m/05hgj'],['Novel']
21722552,Jeremy Fink and the Meaning of Life,Wendy Mass,2008,['/m/0dwly'],"[""Children's literature""]"
21724756,The Eighth Scroll,Laurence B. Brown,,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr', '/m/02xlf']","['Thriller', 'Mystery', 'Crime Fiction', 'Fiction']"
21725345,The Magic Chalk,,,,
21730803,The Humbling,Philip Roth,2009-11-02,['/m/05hgj'],['Novel']
21734059,"Uncle Robin, in His Cabin in Virginia, and Tom Without One in Boston",,,,
21734080,Mr. Wong Goes West,,,,
21736268,The Stone Giant,James Blaylock,1989-06,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
21739167,The Running Man,Michael Gerard Bauer,2004-01,['/m/03mfnf'],['Young adult literature']
21743824,Gracey,,,,
21749977,Nemesis,Philip Roth,,,
21760308,"Animal Spirits: How Human Psychology Drives the Economy, and Why It Matters for Global Capitalism",Robert J. Shiller,2009,,
21760639,The Cinder Path,,,,
21765732,What I Call Life,,,,
21766151,"Home, and Other Big, Fat Lies",,,,
21770159,Waking the Dead,Scott Spencer,1986-04-12,['/m/01qxvh'],['Romance novel']
21772519,The Dip,Seth Godin,,"['/m/09s1f', '/m/05h83']","['Business', 'Non-fiction']"
21772786,The Missing Peace,,2004,['/m/05h83'],['Non-fiction']
21777525,Glass,Ellen Hopkins,2007-08-21,"['/m/014dfn', '/m/03mfnf', '/m/02xlf']","['Speculative fiction', 'Young adult literature', 'Fiction']"
21781701,Your Heart Belongs to Me,Dean Koontz,2008,"['/m/0c3351', '/m/059r08']","['Suspense', 'Psychological novel']"
21784736,With Her in Ourland: Sequel to Herland,Charlotte Perkins Gilman,,['/m/0c082'],['Utopian and dystopian fiction']
21795969,The Little Fur Family,Margaret Wise Brown,1946,['/m/0dwly'],"[""Children's literature""]"
21796996,Something Borrowed,Emily Giffin,2005-03-10,"['/m/03h09f', '/m/02yq81', '/m/01qxvh']","['Chick lit', 'Comic novel', 'Romance novel']"
21799350,Manga: The Complete Guide,,2007-10-09,['/m/02jfw'],['Encyclopedia']
21799886,Flight,Sherman Alexie,2007-03-28,,
21801117,Slaves of the Shinar,Justin Allen,,"['/m/035qb4', '/m/03dw_3']","['Historical fantasy', 'Heroic fantasy']"
21802138,For Lust of Knowing,Robert Graham Irwin,2006,['/m/05h83'],['Non-fiction']
21802271,Philosophical Inquiries into the Essence of Human Freedom,,,,
21805631,The Skating Rink,,,,
21806967,Monsieur Pain,,,,
21807706,Crime,Irvine Welsh,2008,['/m/05hgj'],['Novel']
21809761,"Beric the Briton, A Story of the Roman Invasion",G. A. Henty,1893,['/m/05hgj'],['Novel']
21811766,City of Ashes,Cassandra Clare,2008-03-25,"['/m/014dfn', '/m/03mfnf', '/m/02xlf']","['Speculative fiction', 'Young adult literature', 'Fiction']"
21813150,The Magician's Apprentice,Trudi Canavan,2009-02-23,['/m/01hmnh'],['Fantasy']
21820531,"Cold Hands, Warm Heart",,,,
21825427,The Lost Train of Thought,,,['/m/01hmnh'],['Fantasy']
21829284,The Universe Maker,A. E. van Vogt,1953,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
21833244,Seiken no Blacksmith,,,['/m/01hmnh'],['Fantasy']
21844678,Smaller and Smaller Circles,,,,
21860889,Loved Ones,Diana Mitford,1985,['/m/016chh'],['Memoir']
21860941,Our Southern Highlanders,,,,
21864751,Wings,,2009-05-05,"['/m/01hmnh', '/m/03mfnf', '/m/01qxvh']","['Fantasy', 'Young adult literature', 'Romance novel']"
21876356,Tea Time for the Traditionally Built,Alexander McCall Smith,2009,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
21877038,It's Just a Plant,Ricardo Cortés,,,
21880683,Cross my heart and hope to spy,Ally Carter,2007,['/m/03mfnf'],['Young adult literature']
21882517,Great Olympic Encyclopedia,,2006,['/m/02jfw'],['Encyclopedia']
21882526,Gaia's Toys,Rebecca Ore,1995,['/m/014dfn'],['Speculative fiction']
21889843,Antifanaticism: A Tale of the South,,,,
21891532,The Slab Boys Trilogy,John Byrne,,,
21891914,They Burn the Thistles,Yaşar Kemal,1969,,
21898197,The American People,,,,
21899586,The Immortals,Chris Riddell,2009-02-05,"['/m/01hmnh', '/m/03mfnf']","['Fantasy', 'Young adult literature']"
21909903,Catching Fire,Suzanne Collins,2009-09-01,"['/m/06n90', '/m/03mfnf', '/m/08sdrw', '/m/0c082']","['Science Fiction', 'Young adult literature', 'Adventure novel', 'Utopian and dystopian fiction']"
21910218,A Civil Action,Jonathan Harr,1996-08-27,"['/m/014dfn', '/m/05h83', '/m/06ms6', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Non-fiction', 'Sociology', 'Fiction', 'Novel']"
21910578,Canyons,Gary Paulsen,1990-08-01,['/m/03mfnf'],['Young adult literature']
21917517,Giving Is Living,,2009-02-24,,
21919680,Irish Thoroughbred,Nora Roberts,1981-01,['/m/01qxvh'],['Romance novel']
21919854,Carazamba,,,['/m/02n4kr'],['Mystery']
21923196,Gingersnaps,Cathy Cassidy,2008,,
21925888,M or F?,Lisa Papademetriou,2005,['/m/03mfnf'],['Young adult literature']
21927965,Just David,Eleanor H. Porter,1916,['/m/0dwly'],"[""Children's literature""]"
21936778,The Colour,Rose Tremain,2003,"['/m/02p0szs', '/m/02xlf']","['Historical fiction', 'Fiction']"
21939411,A Fringe of Leaves,Patrick White,1976,['/m/05hgj'],['Novel']
21941565,Bluebeard's Egg,,,,
21942254,A Girl from Lübeck,Bruce Marshall,1962,['/m/05hgj'],['Novel']
21950317,The Slap,Christos Tsiolkas,2008,['/m/05hgj'],['Novel']
21955993,Riven,,,,
21956305,Shangri-La,,,['/m/06n90'],['Science Fiction']
21958341,Typewriter in the Sky,L. Ron Hubbard,,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
21961539,The Mistletoe Mystery,,,,
21961901,The Riding Club Crime,Carolyn Keene,2003,['/m/0dwly'],"[""Children's literature""]"
21962103,Inspector Ghote Hunts the Peacock,H. R. F. Keating,1968-06,['/m/02n4kr'],['Mystery']
21979357,The Scarlet Empire,,,"['/m/06nbt', '/m/014dfn', '/m/0c082']","['Satire', 'Speculative fiction', 'Utopian and dystopian fiction']"
21981536,The Liquidator,,,,
21981642,Falling from Grace,,2006,"['/m/02n4kr', '/m/02xlf']","['Mystery', 'Fiction']"
21984280,Glubbslyme,Jacqueline Wilson,1990,"['/m/0dwly', '/m/01hmnh']","[""Children's literature"", 'Fantasy']"
21986477,A Spell of Winter,,,,
21988157,When Red Is Black,Qiu Xiaolong,2004-07,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
21990161,A Case of Two Cities,,,,
21993904,The Great Eight,,2009-01-06,['/m/012lzc'],['Self-help']
22004824,The Broken Anchor,Carolyn Keene,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
22006354,The Car,Gary Paulsen,1994-03-30,['/m/03mfnf'],['Young adult literature']
22006659,Timoleon Vieta Come Home,Dan Rhodes,2003,,
22008504,Action,Carolyn Keene,,,
22012816,Videssos cycle,Harry Turtledove,,,
22017142,Don't Judge A Girl By Her Cover,Ally Carter,2009,['/m/03mfnf'],['Young adult literature']
22019808,My Life at First Try,Mark Budman,,,
22027244,The Victim of Prejudice,Mary Hays,1799,['/m/05hgj'],['Novel']
22029296,Pokémon: Diamond and Pearl Adventure!,,,,
22029408,Amnesia,Douglas Anthony Cooper,1992,['/m/01jfsb'],['Thriller']
22029588,Lizzie Zipmouth,Jacqueline Wilson,2000,['/m/0dwly'],"[""Children's literature""]"
22030700,Dragon's Honor,,,,
22033194,Lion of Senet,Jennifer Fallon,2002-10-01,['/m/01hmnh'],['Fantasy']
22033273,Eye of the Labyrinth,Jennifer Fallon,,['/m/01hmnh'],['Fantasy']
22035282,Escape from Genopolis,,,,
22044061,The Sword Thief,Peter Lerangis,2009-03-03,"['/m/0dwly', '/m/08sdrw']","[""Children's literature"", 'Adventure novel']"
22050686,The Asti Spumante Code,,,"['/m/01jfsb', '/m/0gf28']","['Thriller', 'Parody']"
22053108,Four Steps to Death,John Wilson,2005,['/m/02p0szs'],['Historical fiction']
22053472,Inspector Ghote's First Case,H. R. F. Keating,2008-05-26,,
22055693,"Chicka, Chicka, 1, 2, 3","Bill Martin, Jr.",2004-07-06,['/m/016475'],['Picture book']
22057693,The Iron Tree,Cecilia Dart-Thornton,2004-08,['/m/01hmnh'],['Fantasy']
22057814,Scat,Carl Hiaasen,2009-01-13,,
22058425,Alhazred,,,,
22059736,The Walls Came Tumbling Down: The Collapse of Communism in Eastern Europe,Gale Stokes,,,
22068438,The Boxer and the Spy,,,,
22072658,The Life Before Us,Romain Gary,,,
22077902,Do Good Design,David Berman,2009-01,['/m/05h83'],['Non-fiction']
22079171,Mummy Laid an Egg,Babette Cole,1994,,
22082383,Elephant Run,Roland Smith,2007-09-25,,
22090568,Egg on Mao: The Story of an Ordinary Man Who Defaced an Icon and Unmasked a Dictatorship,,,,
22091971,Superstitious,R. L. Stine,1995-09-14,"['/m/014dfn', '/m/03npn']","['Speculative fiction', 'Horror']"
22093154,Historical Atlas of World Mythology,Joseph Campbell,,,
22094421,Torch of Freedom,Eric Flint,2009-11-03,['/m/06n90'],['Science Fiction']
22094476,Mission of Honor,David Weber,2010-06-22,"['/m/06n90', '/m/01smf2']","['Science Fiction', 'Military science fiction']"
22094583,The Cleft,Doris Lessing,,"['/m/014dfn', '/m/05hgj']","['Speculative fiction', 'Novel']"
22097258,Shadow's Edge,Brent Weeks,,['/m/01hmnh'],['Fantasy']
22097772,Raising Atlantis,,2005-07-26,['/m/05hgj'],['Novel']
22097773,The Atlantis Prophecy,,2008-04-15,['/m/05hgj'],['Novel']
22098034,Father Bombo's Pilgrimage to Mecca,,,,
22105170,Tempted,Kristin Cast,2009-10-23,"['/m/01hmnh', '/m/03mfnf', '/m/072lff']","['Fantasy', 'Young adult literature', 'Paranormal romance']"
22110180,Crown of Ancient Glory,,,,
22115208,Koo Kam,,,,
22119663,Hunted,P. C. Cast,2009-09-03,"['/m/03npn', '/m/01hmnh', '/m/03mfnf', '/m/072lff']","['Horror', 'Fantasy', 'Young adult literature', 'Paranormal romance']"
22124869,The Underneath,Kathi Appelt,2008-05,"['/m/0dwly', '/m/01hmnh']","[""Children's literature"", 'Fantasy']"
22129357,Generation A,Douglas Coupland,,['/m/05hgj'],['Novel']
22130830,The Boy Detective Fails,,,,
22131533,Tender as Hellfire,,,,
22131770,How the Hula Girl Sings,,,,
22133333,Air and Angels,Susan Hill,1991-03-25,['/m/05hgj'],['Novel']
22133556,Bluebirds Used to Croon the Choir: Stories,,,,
22139851,Romiette and Julio,Sharon Draper,2001,,
22142901,Little Eva: The Flower of the South,,,['/m/0dwly'],"[""Children's literature""]"
22143642,Daughter of Venice,Donna Jo Napoli,2002,"['/m/02p0szs', '/m/03mfnf']","['Historical fiction', 'Young adult literature']"
22154606,Close to Home,Deborah Moggach,1979,,
22154722,The Grange at High Force,Philip Turner,1965,['/m/0dwly'],"[""Children's literature""]"
22155410,Beyond the Grave,Judy Blundell,2009-06-02,"['/m/0dwly', '/m/08sdrw']","[""Children's literature"", 'Adventure novel']"
22158327,The Fire Kimono,Laura Joh Rowland,2008-11,['/m/02n4kr'],['Mystery']
22158874,The Takeover,Muriel Spark,1976,,
22159774,Sir Nobonk and the Terrible Dreadful Awful Naughty Nasty Dragon,Spike Milligan,,"['/m/0dwly', '/m/01z4y']","[""Children's literature"", 'Comedy']"
22163028,Prayer for the Living,Bruce Marshall,1934,['/m/05hgj'],['Novel']
22163786,An Account of Capers,Bruce Marshall,1988,['/m/05hgj'],['Novel']
22182859,Fadeout,Joseph Hansen,1970,,
22191858,White Acre vs. Black Acre,,,['/m/06nbt'],['Satire']
22192000,Fablehaven: Secrets of the Dragon Sanctuary,Brandon Mull,,['/m/01hmnh'],['Fantasy']
22192134,The Black Gauntlet: A Tale of Plantation Life in South Carolina,,,,
22197397,Currency Wars,,2007,['/m/02j62'],['Economics']
22203984,Midnight,Jacqueline Wilson,2003,['/m/0dwly'],"[""Children's literature""]"
22204257,Dirty Weekend,,1991,['/m/0488wh'],['Literary fiction']
22206052,"Life at the South; or, \\""Uncle Tom's Cabin\\"" As It Is",,,,
22207737,"The North and the South; or, Slavery and Its Contrasts",,,,
22207872,The Real Cool Killers,Chester Himes,1959,"['/m/0lsxr', '/m/03xj9g']","['Crime Fiction', 'Hardboiled']"
22212708,Monsieur Lecoq,Émile Gaboriau,,['/m/028v3'],['Detective fiction']
22214018,Necromancer,,,,
22216108,City of Glass,Cassandra Clare,2009-03-24,['/m/03mfnf'],['Young adult literature']
22217794,Frank Freeman's Barber Shop,,,,
22218319,Pride and Prejudice and Zombies,,2009-04-01,"['/m/01jfsb', '/m/0gf28', '/m/02p0szs', '/m/01qxvh', '/m/02psyd2', '/m/03nhxh', '/m/0crjhv8', '/m/03xwcv', '/m/02yq81']","['Thriller', 'Parody', 'Historical fiction', 'Romance novel', 'Zombies in popular culture', 'Social commentary', 'Mashup', 'Regency romance', 'Comic novel']"
22223704,Nemesis,,,,
22223906,Rebels and Traitors,,,,
22224632,The Greenhouse,,1988,,
22227502,Dear Nobody,Doherty,1991-11-21,"['/m/0dwly', '/m/03mfnf', '/m/02xlf']","[""Children's literature"", 'Young adult literature', 'Fiction']"
22229489,The Legend of Deathwalker,David Gemmell,1996-04,"['/m/01hmnh', '/m/03dw_3']","['Fantasy', 'Heroic fantasy']"
22232696,Jack and Jill: A Village Story,Louisa May Alcott,1879,"['/m/0dwly', '/m/02xlf']","[""Children's literature"", 'Fiction']"
22236960,The Haunted Woman,David Lindsay,,['/m/01hmnh'],['Fantasy']
22242531,The Mum Minder,Jacqueline Wilson,1993,['/m/0dwly'],"[""Children's literature""]"
22243313,Injury Time,Beryl Bainbridge,1977,,
22244618,The Kite Fighters,,,['/m/0dwly'],"[""Children's literature""]"
22251143,Shibumi,,,,
22253689,The Prophet from Ephesus,Caroline Lawrence,2009,['/m/0hwxm'],['Historical novel']
22254795,When the Birds Fly South,Stanton A. Coblentz,,['/m/01hmnh'],['Fantasy']
22263856,"The Cabin and Parlor; or, Slaves and Masters",Charles J Peterson,,,
22267389,Street Gang,,2008,,
22268131,The Ultimate,K. A. Applegate,2001,,
22268688,Red Moon and Black Mountain,Joy Chant,1970,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
22272970,Killer's Payoff,Evan Hunter,1958,['/m/0lsxr'],['Crime Fiction']
22286122,Heroes of Tobruk,,2006,"['/m/03mfnf', '/m/0hwxm']","['Young adult literature', 'Historical novel']"
22293029,St. Irvyne,Percy Bysshe Shelley,1811,,
22293380,Graceling,Kristin Cashore,,"['/m/014dfn', '/m/01hmnh', '/m/01qxvh']","['Speculative fiction', 'Fantasy', 'Romance novel']"
22295610,The Black Circle,Patrick Carman,2009-08-11,"['/m/0dwly', '/m/08sdrw']","[""Children's literature"", 'Adventure novel']"
22296159,Womenomics,Claire Shipman,2009-06-02,,
22296615,Memoirs Illustrating the History of Jacobinism,Augustin Barruel,,,
22300328,Where the Streets Had a Name,Randa Abdel-Fattah,2008,['/m/0dwly'],"[""Children's literature""]"
22302719,Skulduggery Pleasant: The Faceless Ones,Derek Landy,2009-04-06,"['/m/0dwly', '/m/01hmnh']","[""Children's literature"", 'Fantasy']"
22303216,"The Lofty and the Lowly, or Good in All and None All Good",,,,
22305105,Merlin's Ring,H. Warner Munn,1974-06,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
22306768,The London Eye Mystery,Siobhan Dowd,2007,"['/m/02n4kr', '/m/0dwly']","['Mystery', ""Children's literature""]"
22314123,"Mr. Frank, the Underground Mail-Agent",Vidi,,['/m/0gf28'],['Parody']
22315131,Elegia di Madonna Fiammetta,,,,
22319257,Are U 4 Real?,,,['/m/03mfnf'],['Young adult literature']
22321861,Faserland,,,,
22326480,The Productions of Time,John Brunner,1967,,
22327821,The Coachman Rat,David Henry Wilson,,"['/m/02xlf', '/m/0bxg3']","['Fiction', 'Fairy tale']"
22328973,"Green Grass, Running Water",Thomas King,1993-03-04,['/m/05wkc'],['Postmodernism']
22332758,Assegai,Wilbur A. Smith,,,
22333799,"Bribery, Corruption Also",H. R. F. Keating,1999-01-22,['/m/0lsxr'],['Crime Fiction']
22334594,The Mugger,Evan Hunter,1956,['/m/0lsxr'],['Crime Fiction']
22335323,Into the Slave Nebula,John Brunner,1968,,
22345853,The Twelve Kingdoms: Skies of Dawn,Fuyumi Ono,1994-07,['/m/01hmnh'],['Fantasy']
22346298,Ordered to die: a history of the Ottoman army in the First World War,Edward J. Erickson,2001,"['/m/03g3w', '/m/098tmk', '/m/05h83']","['History', 'War novel', 'Non-fiction']"
22346498,Dead as a Doornail,Charlaine Harris,2005-05-03,"['/m/039vk', '/m/02n4kr', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Fantasy', 'Romance novel']"
22346664,Definitely Dead,Charlaine Harris,2006-05-02,"['/m/039vk', '/m/02n4kr', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Fantasy', 'Romance novel']"
22346845,Bones,Jonathan Kellerman,,['/m/0lsxr'],['Crime Fiction']
22347072,A Cold Heart,Jonathan Kellerman,2003,['/m/0lsxr'],['Crime Fiction']
22347115,Therapy,Jonathan Kellerman,2004,['/m/0lsxr'],['Crime Fiction']
22347223,Obsession,Jonathan Kellerman,2007,['/m/0lsxr'],['Crime Fiction']
22351844,Wake,Lisa McMann,2008,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
22357290,All Together Dead,Charlaine Harris,2007-05-01,"['/m/039vk', '/m/02n4kr', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Fantasy', 'Romance novel']"
22357422,From Dead to Worse,Charlaine Harris,2008-05-06,"['/m/039vk', '/m/02n4kr', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Fantasy', 'Romance novel']"
22357464,Dead and Gone,Charlaine Harris,2009-05-05,"['/m/039vk', '/m/02n4kr', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Fantasy', 'Romance novel']"
22361419,The Gathering Storm,Brandon Sanderson,2009-11-03,['/m/01hmnh'],['Fantasy']
22371104,The Evil Empire: 101 Ways That England Ruined the World,,2007-04,,
22371708,Spawn,Shaun Hutson,,,
22376662,Pirate Latitudes,Michael Crichton,2009-11-24,['/m/02p0szs'],['Historical fiction']
22385442,The White Giraffe,,2007-05-10,,
22393128,A Perfumed Scorpion,Idries Shah,1978,,
22394370,The Saxon Shore,Jack Whyte,1998,['/m/0hwxm'],['Historical novel']
22395040,Blanca Olmedo,Lucila Gamero de Medina,1908,['/m/01qxvh'],['Romance novel']
22395824,Young Samurai: The Way of the Sword,Chris Bradford,2009-07-02,['/m/0dwly'],"[""Children's literature""]"
22405231,Nightmare Academy: Monster Revenge,Dean Lorey,,,
22407780,Yōgisha X no Kenshin,Keigo Higashino,2006,"['/m/0lsxr', '/m/02n4kr', '/m/05hgj']","['Crime Fiction', 'Mystery', 'Novel']"
22411477,The Story of the Daughters of Quchan,,,,
22415280,Rose,Martin Cruz Smith,,,
22415897,Sold,,,,
22422379,"Hussein, An Entertainment",Patrick O'Brian,1938,['/m/08sdrw'],['Adventure novel']
